66.249.65.76 - - [Sun, 21 Jan 2018 22:39:09 GMT] "GET /public/jquery.min.js?v=0e353b6f46 HTTP/1.1" 200 - "http://www.joelkarr.com/dont-think-when-you-write-code/" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
[::1]:8660 - - [Mon, 22 Jan 2018 06:02:06 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:8899 - - [Mon, 22 Jan 2018 06:07:07 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:9122 - - [Mon, 22 Jan 2018 06:12:07 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:9272 - - [Mon, 22 Jan 2018 06:17:08 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:9525 - - [Mon, 22 Jan 2018 06:22:09 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
77.75.79.54 - - [Mon, 22 Jan 2018 06:23:50 GMT] "GET /robots.txt HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)"
2a02:598:a:0:0:0:79:54 - - [Mon, 22 Jan 2018 06:23:52 GMT] "GET /page/4/ HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)"
[::1]:9710 - - [Mon, 22 Jan 2018 06:27:08 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
5.255.250.83 - - [Mon, 22 Jan 2018 06:28:01 GMT] "GET /robots.txt HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
84.201.133.35 - - [Mon, 22 Jan 2018 06:28:05 GMT] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
[::1]:9924 - - [Mon, 22 Jan 2018 06:32:08 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:10121 - - [Mon, 22 Jan 2018 06:37:08 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:10329 - - [Mon, 22 Jan 2018 06:42:13 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:10566 - - [Mon, 22 Jan 2018 06:47:10 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
54.36.149.79 - - [Mon, 22 Jan 2018 06:48:53 GMT] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
[::1]:10768 - - [Mon, 22 Jan 2018 06:52:09 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:10954 - - [Mon, 22 Jan 2018 06:57:10 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
100.43.85.102 - - [Mon, 22 Jan 2018 06:59:23 GMT] "GET /assets/img/preload.gif?v=bcbcead7c5 HTTP/1.1" 304 - "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
40.77.167.53 - - [Mon, 22 Jan 2018 07:01:40 GMT] "GET /new-software-development-process-craftsman-approach/ HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
[::1]:11159 - - [Mon, 22 Jan 2018 07:02:10 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:11422 - - [Mon, 22 Jan 2018 07:07:10 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:11554 - - [Mon, 22 Jan 2018 07:12:10 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
40.77.167.174 - - [Mon, 22 Jan 2018 07:17:00 GMT] "GET /content/images/2015/03/Jessedelgado.PNG HTTP/1.1" 200 2572541 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
[::1]:11801 - - [Mon, 22 Jan 2018 07:17:12 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
13.56.229.65 - - [Mon, 22 Jan 2018 07:21:52 GMT] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36"
[::1]:11973 - - [Mon, 22 Jan 2018 07:22:12 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:12230 - - [Mon, 22 Jan 2018 07:27:11 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:12399 - - [Mon, 22 Jan 2018 07:32:11 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:12602 - - [Mon, 22 Jan 2018 07:37:12 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:12791 - - [Mon, 22 Jan 2018 07:42:12 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:13038 - - [Mon, 22 Jan 2018 07:47:12 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
[::1]:13256 - - [Mon, 22 Jan 2018 07:52:12 GMT] "GET / HTTP/1.1" 200 15896 "-" "AlwaysOn"
66.249.65.80 - - [Mon, 22 Jan 2018 07:56:41 GMT] "GET /robots.txt HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
